Transect,collect_period,Measurement,Depth_Measurement,Braking,Inner width ,Outer width ,Trail characteristics  ,Corner (if applicable),Type of Turn,Going into Turn ,Notes,,,
32,15-Apr-25,10,5,2,157-201,137-230,25R/25L/50R,,,,,,,
32,,20,8,,,,,,,,,,,
32,,30,12,,,,,,,,,,,
32,,40,15,,,,,,,,,,,
32,,50,21,,,,,,,,,,,
32,,60,26,,,,,,,,,,,
32,,70,32,,,,,,,,,,,
32,,80,37,,,,,,,,,,,
32,,90,39,,,,,,,,,,,
32,,100,42,,,,,,,,,,,
32,,110,45,,,,,,,,,,,
32,,120,48,,,,,,,,,,,
32,,130,50,,,,,,,,,,,
32,,140,53,,,,,,,,,,,
32,,150,54,,,,,,,,,,,
32,,160,55,,,,,,,,,,,
32,,170,55,,,,,,,,,,,
32,,180,55,,,,,,,,,,,
32,,190,54,,,,,,,,,,,
32,,200,54,,,,,,,,,,,
32,,210,52,,,,,,,,,,,
32,,220,50,,,,,,,,,,,
32,,230,50,,,,,,,,,,,
32,,240,51,,,,,,,,,,,
32,,250,53,,,,,,,,,,,
32,,260,54,,,,,,,,,,,
32,,270,55,,,,,,,,,,,
32,,280,57,,,,,,,,,,,
32,,290,59,,,,,,,,,,,
32,,300,60,,,,,,,,,,,
32,,310,63,,,,,,,,,,,
33,,10,5,2,94-147,70-205,30RO/20L/50S,Corner ,1,1,,,,
33,,20,7,2,94-147,70-205,30RO/20L/50S,Corner ,1,1,,,,
33,,30,10,2,94-147,70-205,30RO/20L/50S,Corner ,1,1,,,,
33,,40,12,2,94-147,70-205,30RO/20L/50S,Corner ,1,1,,,,
33,,50,13,2,94-147,70-205,30RO/20L/50S,Corner ,1,1,,,,
33,,60,15,2,94-147,70-205,30RO/20L/50S,Corner ,1,1,,,,
33,,70,18,2,94-147,70-205,30RO/20L/50S,Corner ,1,1,,,,
33,,80,22,2,94-147,70-205,30RO/20L/50S,Corner ,1,1,,,,
33,,90,25,2,94-147,70-205,30RO/20L/50S,Corner ,1,1,,,,
33,,100,30,2,94-147,70-205,30RO/20L/50S,Corner ,1,1,,,,
33,,110,31,2,94-147,70-205,30RO/20L/50S,Corner ,1,1,,,,
33,,120,34,2,94-147,70-205,30RO/20L/50S,Corner ,1,1,,,,
33,,130,36,2,94-147,70-205,30RO/20L/50S,Corner ,1,1,,,,
33,,140,38,2,94-147,70-205,30RO/20L/50S,Corner ,1,1,,,,
33,,150,38,2,94-147,70-205,30RO/20L/50S,Corner ,1,1,,,,
33,,160,39,2,94-147,70-205,30RO/20L/50S,Corner ,1,1,,,,
33,,170,39,2,94-147,70-205,30RO/20L/50S,Corner ,1,1,,,,
33,,180,39,2,94-147,70-205,30RO/20L/50S,Corner ,1,1,,,,
33,,190,38,2,94-147,70-205,30RO/20L/50S,Corner ,1,1,,,,
33,,200,37,2,94-147,70-205,30RO/20L/50S,Corner ,1,1,,,,
33,,210,37,2,94-147,70-205,30RO/20L/50S,Corner ,1,1,,,,
33,,220,37,2,94-147,70-205,30RO/20L/50S,Corner ,1,1,,,,
33,,230,37,2,94-147,70-205,30RO/20L/50S,Corner ,1,1,,,,
33,,240,39,2,94-147,70-205,30RO/20L/50S,Corner ,1,1,,,,
33,,250,42,2,94-147,70-205,30RO/20L/50S,Corner ,1,1,,,,
33,,260,43,2,94-147,70-205,30RO/20L/50S,Corner ,1,1,,,,
33,,270,45,2,94-147,70-205,30RO/20L/50S,Corner ,1,1,,,,
33,,280,46,2,94-147,70-205,30RO/20L/50S,Corner ,1,1,,,,
33,,290,46,2,94-147,70-205,30RO/20L/50S,Corner ,1,1,,,,
33,,300,46,2,94-147,70-205,30RO/20L/50S,Corner ,1,1,,,,
33,,310,45,2,94-147,70-205,30RO/20L/50S,Corner ,1,1,,,,
33,,320,48,2,94-147,70-205,30RO/20L/50S,Corner ,1,1,,,,
34,15-Apr-25,10,4,,142-205,121-233,,,,,,,,
34,,20,6,,,,,,,,,,,
34,,30,7,,,,,,,,,,,
34,,40,9,,,,,,,,,,,
34,,50,10,,,,,,,,,,,
34,,60,12,,,,,,,,,,,
34,,70,16,,,,,,,,,,,
34,,80,21,,,,,,,,,,,
34,,90,24,,,,,,,,,,,
34,,100,28,,,,,,,,,,,
34,,110,31,,,,,,,,,,,
34,,120,32,,,,,,,,,,,
34,,130,34,,,,,,,,,,,
34,,140,35,,,,,,,,,,,
34,,150,36,,,,,,,,,,,
34,,160,37,,,,,,,,,,,
34,,170,38,,,,,,,,,,,
34,,180,38,,,,,,,,,,,
34,,190,39,,,,,,,,,,,
34,,200,39,,,,,,,,,,,
34,,210,39,,,,,,,,,,,
34,,220,40,,,,,,,,,,,
34,,230,40,,,,,,,,,,,
34,,240,41,,,,,,,,,,,
34,,250,41,,,,,,,,,,,
34,,260,43,,,,,,,,,,,
34,,270,46,,,,,,,,,,,
34,,280,46,,,,,,,,,,,
34,,290,47,,,,,,,,,,,
34,,300,48,,,,,,,,,,,
34,,310,48,,,,,,,,,,,
34,,320,48,,,,,,,,,,,
34,,330,49,,,,,,,,,,,
34,,340,49,,,,,,,,,,,
34,,350,48,,,,,,,,,,,
34,,360,47,,,,,,,,,,,
34,,370,49,,,,,,,,,,,
34,,380,50,,,,,,,,,,,
35,15-Apr-25,10,5,,170-266,137-289,50R/10L/40S,No,,,,,,
35,,20,5,,,,,,,,,,,
35,,30,6,,,,,,,,,,,
35,,40,8,,,,,,,,,,,
35,,50,8,,,,,,,,,,,
35,,60,12,,,,,,,,,,,
35,,70,14,,,,,,,,,,,
35,,80,15,,,,,,,,,,,
35,,90,18,,,,,,,,,,,
35,,100,18,,,,,,,,,,,
35,,110,22,,,,,,,,,,,
35,,120,24,,,,,,,,,,,
35,,130,25,,,,,,,,,,,
35,,140,29,,,,,,,,,,,
35,,150,30,,,,,,,,,,,
35,,160,33,,,,,,,,,,,
35,,170,35,,,,,,,,,,,
35,,180,35,,,,,,,,,,,
35,,190,37,,,,,,,,,,,
35,,200,37,,,,,,,,,,,
35,,210,40,,,,,,,,,,,
35,,220,40,,,,,,,,,,,
35,,230,41,,,,,,,,,,,
35,,240,41,,,,,,,,,,,
35,,250,43,,,,,,,,,,,
35,,260,42,,,,,,,,,,,
35,,270,41,,,,,,,,,,,
35,,280,40,,,,,,,,,,,
35,,290,38,,,,,,,,,,,
35,,300,38,,,,,,,,,,,
35,,310,30,,,,,,,,,,,
35,,320,28,,,,,,,,,,,
35,,330,25,,,,,,,,,,,
36,25-Sep-24,10,90,1,147-219,103-268,50R/15W/35S,Corner ,3(flat),3,,,,
36,,20,90,1,147-219,103-268,50R/15W/35S,Corner ,3(flat),3,,,,
36,,30,90,1,147-219,103-268,50R/15W/35S,Corner ,3(flat),3,,,,
36,,40,90,1,147-219,103-268,50R/15W/35S,Corner ,3(flat),3,,,,
36,,50,90,1,147-219,103-268,50R/15W/35S,Corner ,3(flat),3,,,,
36,,60,90,1,147-219,103-268,50R/15W/35S,Corner ,3(flat),3,,,,
36,,70,90,1,147-219,103-268,50R/15W/35S,Corner ,3(flat),3,,,,
36,,80,90,1,147-219,103-268,50R/15W/35S,Corner ,3(flat),3,,,,
36,,90,90,1,147-219,103-268,50R/15W/35S,Corner ,3(flat),3,,,,
36,,100,90,1,147-219,103-268,50R/15W/35S,Corner ,3(flat),3,,,,
36,,110,90,1,147-219,103-268,50R/15W/35S,Corner ,3(flat),3,,,,
36,,120,90,1,147-219,103-268,50R/15W/35S,Corner ,3(flat),3,,,,
36,,130,90,1,147-219,103-268,50R/15W/35S,Corner ,3(flat),3,,,,
36,,140,90,1,147-219,103-268,50R/15W/35S,Corner ,3(flat),3,,,,
36,,150,90,1,147-219,103-268,50R/15W/35S,Corner ,3(flat),3,,,,
36,,160,90,1,147-219,103-268,50R/15W/35S,Corner ,3(flat),3,,,,
36,,170,90,1,147-219,103-268,50R/15W/35S,Corner ,3(flat),3,,,,
36,,180,90,1,147-219,103-268,50R/15W/35S,Corner ,3(flat),3,,,,
36,,190,90,1,147-219,103-268,50R/15W/35S,Corner ,3(flat),3,,,,
36,,200,90,1,147-219,103-268,50R/15W/35S,Corner ,3(flat),3,,,,
36,,210,90,1,147-219,103-268,50R/15W/35S,Corner ,3(flat),3,,,,
36,,220,90,1,147-219,103-268,50R/15W/35S,Corner ,3(flat),3,,,,
36,,230,90,1,147-219,103-268,50R/15W/35S,Corner ,3(flat),3,,,,
36,,240,90,1,147-219,103-268,50R/15W/35S,Corner ,3(flat),3,,,,
36,,250,90,1,147-219,103-268,50R/15W/35S,Corner ,3(flat),3,,,,
36,,260,90,1,147-219,103-268,50R/15W/35S,Corner ,3(flat),3,,,,
36,,270,90,1,147-219,103-268,50R/15W/35S,Corner ,3(flat),3,,,,
36,,280,90,1,147-219,103-268,50R/15W/35S,Corner ,3(flat),3,,,,
36,,290,90,1,147-219,103-268,50R/15W/35S,Corner ,3(flat),3,,,,
36,,300,90,1,147-219,103-268,50R/15W/35S,Corner ,3(flat),3,,,,
36,,310,90,1,147-219,103-268,50R/15W/35S,Corner ,3(flat),3,,,,
36,,320,90,1,147-219,103-268,50R/15W/35S,Corner ,3(flat),3,,,,
36,,330,90,1,147-219,103-268,50R/15W/35S,Corner ,3(flat),3,,,,
36,,10,4,1,174-247,125-296,50R/15L/35S,Corner ,3,3,Intersection,,,
36,,20,5,1,174-247,125-296,50R/15L/35S,Corner ,3,3,,,,
36,,30,6,1,174-247,125-296,50R/15L/35S,Corner ,3,3,,,,
36,,40,8,1,174-247,125-296,50R/15L/35S,Corner ,3,3,,,,
36,,50,7,1,174-247,125-296,50R/15L/35S,Corner ,3,3,,,,
36,,60,11,1,174-247,125-296,50R/15L/35S,Corner ,3,3,,,,
36,,70,13,1,174-247,125-296,50R/15L/35S,Corner ,3,3,,,,
36,,80,14,1,174-247,125-296,50R/15L/35S,Corner ,3,3,,,,
36,,90,17,1,174-247,125-296,50R/15L/35S,Corner ,3,3,,,,
36,,100,18,1,174-247,125-296,50R/15L/35S,Corner ,3,3,,,,
36,,110,19,1,174-247,125-296,50R/15L/35S,Corner ,3,3,,,,
36,,120,22,1,174-247,125-296,50R/15L/35S,Corner ,3,3,,,,
36,,130,27,1,174-247,125-296,50R/15L/35S,Corner ,3,3,,,,
36,,140,28,1,174-247,125-296,50R/15L/35S,Corner ,3,3,,,,
36,,150,31,1,174-247,125-296,50R/15L/35S,Corner ,3,3,,,,
36,,160,32,1,174-247,125-296,50R/15L/35S,Corner ,3,3,,,,
36,,170,33,1,174-247,125-296,50R/15L/35S,Corner ,3,3,,,,
36,,180,35,1,174-247,125-296,50R/15L/35S,Corner ,3,3,,,,
36,,190,35,1,174-247,125-296,50R/15L/35S,Corner ,3,3,,,,
36,,200,38,1,174-247,125-296,50R/15L/35S,Corner ,3,3,,,,
36,,210,39,1,174-247,125-296,50R/15L/35S,Corner ,3,3,,,,
36,,220,40,1,174-247,125-296,50R/15L/35S,Corner ,3,3,,,,
36,,230,42,1,174-247,125-296,50R/15L/35S,Corner ,3,3,,,,
36,,240,41,1,174-247,125-296,50R/15L/35S,Corner ,3,3,,,,
36,,250,41,1,174-247,125-296,50R/15L/35S,Corner ,3,3,,,,
36,,260,41,1,174-247,125-296,50R/15L/35S,Corner ,3,3,,,,
36,,270,40,1,174-247,125-296,50R/15L/35S,Corner ,3,3,,,,
36,,280,39,1,174-247,125-296,50R/15L/35S,Corner ,3,3,,,,
36,,290,39,1,174-247,125-296,50R/15L/35S,Corner ,3,3,,,,
36,,300,36,1,174-247,125-296,50R/15L/35S,Corner ,3,3,,,,
36,,310,29,1,174-247,125-296,50R/15L/35S,Corner ,3,3,,,,
36,,320,28,1,174-247,125-296,50R/15L/35S,Corner ,3,3,,,,
36,,330,25,1,174-247,125-296,50R/15L/35S,Corner ,3,3,,,,
37,25-Sep-24,10,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,20,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,30,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,40,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,50,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,60,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,70,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,80,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,90,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,100,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,110,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,120,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,130,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,140,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,150,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,160,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,170,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,180,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,190,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,200,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,210,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,220,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,230,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,240,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,250,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,260,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,270,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,280,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,290,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,300,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,310,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,320,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,330,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,340,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,350,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,360,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,370,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,380,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,390,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,400,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,410,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,420,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,430,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,440,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,450,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,460,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,470,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
37,,480,90,1,120-236,63-287,15RO/15W/15WO/55S,none,,,,,,
38,25-Sep-24,330,90,1,143-214,100-251,15RO/15W/15WO/55S,None,,,,,,
38,,10,90,1,164-211,103-260,30R/10WO/15L/45S,Corner,3,1,,,,
38,,20,90,1,164-211,103-260,30R/10WO/15L/45S,Corner,3,1,,,,
38,,30,90,1,164-211,103-260,30R/10WO/15L/45S,Corner,3,1,,,,
38,,40,90,1,164-211,103-260,30R/10WO/15L/45S,Corner,3,1,,,,
38,,50,90,1,164-211,103-260,30R/10WO/15L/45S,Corner,3,1,,,,
38,,60,90,1,164-211,103-260,30R/10WO/15L/45S,Corner,3,1,,,,
38,,70,90,1,164-211,103-260,30R/10WO/15L/45S,Corner,3,1,,,,
38,,80,90,1,164-211,103-260,30R/10WO/15L/45S,Corner,3,1,,,,
38,,90,90,1,164-211,103-260,30R/10WO/15L/45S,Corner,3,1,,,,
38,,100,90,1,164-211,103-260,30R/10WO/15L/45S,Corner,3,1,,,,
38,,110,90,1,164-211,103-260,30R/10WO/15L/45S,Corner,3,1,,,,
38,,120,90,1,164-211,103-260,30R/10WO/15L/45S,Corner,3,1,,,,
38,,130,90,1,164-211,103-260,30R/10WO/15L/45S,Corner,3,1,,,,
38,,140,90,1,164-211,103-260,30R/10WO/15L/45S,Corner,3,1,,,,
38,,150,90,1,164-211,103-260,30R/10WO/15L/45S,Corner,3,1,,,,
38,,160,90,1,164-211,103-260,30R/10WO/15L/45S,Corner,3,1,,,,
38,,170,90,1,164-211,103-260,30R/10WO/15L/45S,Corner,3,1,,,,
38,,180,90,1,164-211,103-260,30R/10WO/15L/45S,Corner,3,1,,,,
38,,190,90,1,164-211,103-260,30R/10WO/15L/45S,Corner,3,1,,,,
38,,200,90,1,164-211,103-260,30R/10WO/15L/45S,Corner,3,1,,,,
38,,210,90,1,164-211,103-260,30R/10WO/15L/45S,Corner,3,1,,,,
38,,220,90,1,164-211,103-260,30R/10WO/15L/45S,Corner,3,1,,,,
38,,230,90,1,164-211,103-260,30R/10WO/15L/45S,Corner,3,1,,,,
38,,240,90,1,164-211,103-260,30R/10WO/15L/45S,Corner,3,1,,,,
38,,250,90,1,164-211,103-260,30R/10WO/15L/45S,Corner,3,1,,,,
38,,260,90,1,164-211,103-260,30R/10WO/15L/45S,Corner,3,1,,,,
38,,270,90,1,164-211,103-260,30R/10WO/15L/45S,Corner,3,1,,,,
38,,280,90,1,164-211,103-260,30R/10WO/15L/45S,Corner,3,1,,,,
38,,290,90,1,164-211,103-260,30R/10WO/15L/45S,Corner,3,1,,,,
38,,300,90,1,164-211,103-260,30R/10WO/15L/45S,Corner,3,1,,,,
39,25-Sep-24,10,90,1,143-214,100-251,15RO/15W/15WO/55S,None,,,,,,
39,,20,90,1,143-214,100-251,15RO/15W/15WO/55S,None,,,,,,
39,,30,90,1,143-214,100-251,15RO/15W/15WO/55S,None,,,,,,
39,,40,90,1,143-214,100-251,15RO/15W/15WO/55S,None,,,,,,
39,,50,90,1,143-214,100-251,15RO/15W/15WO/55S,None,,,,,,
39,,60,90,1,143-214,100-251,15RO/15W/15WO/55S,None,,,,,,
39,,70,90,1,143-214,100-251,15RO/15W/15WO/55S,None,,,,,,
39,,80,90,1,143-214,100-251,15RO/15W/15WO/55S,None,,,,,,
39,,90,90,1,143-214,100-251,15RO/15W/15WO/55S,None,,,,,,
39,,100,90,1,143-214,100-251,15RO/15W/15WO/55S,None,,,,,,
39,,110,90,1,143-214,100-251,15RO/15W/15WO/55S,None,,,,,,
39,,120,90,1,143-214,100-251,15RO/15W/15WO/55S,None,,,,,,
39,,130,90,1,143-214,100-251,15RO/15W/15WO/55S,None,,,,,,
39,,140,90,1,143-214,100-251,15RO/15W/15WO/55S,None,,,,,,
39,,150,90,1,143-214,100-251,15RO/15W/15WO/55S,None,,,,,,
39,,160,90,1,143-214,100-251,15RO/15W/15WO/55S,None,,,,,,
39,,170,90,1,143-214,100-251,15RO/15W/15WO/55S,None,,,,,,
39,,180,90,1,143-214,100-251,15RO/15W/15WO/55S,None,,,,,,
39,,190,90,1,143-214,100-251,15RO/15W/15WO/55S,None,,,,,,
39,,200,90,1,143-214,100-251,15RO/15W/15WO/55S,None,,,,,,
39,,210,90,1,143-214,100-251,15RO/15W/15WO/55S,None,,,,,,
39,,220,90,1,143-214,100-251,15RO/15W/15WO/55S,None,,,,,,
39,,230,90,1,143-214,100-251,15RO/15W/15WO/55S,None,,,,,,
39,,240,90,1,143-214,100-251,15RO/15W/15WO/55S,None,,,,,,
39,,250,90,1,143-214,100-251,15RO/15W/15WO/55S,None,,,,,,
39,,260,90,1,143-214,100-251,15RO/15W/15WO/55S,None,,,,,,
39,,270,90,1,143-214,100-251,15RO/15W/15WO/55S,None,,,,,,
39,,280,90,1,143-214,100-251,15RO/15W/15WO/55S,None,,,,,,
39,,290,90,1,143-214,100-251,15RO/15W/15WO/55S,None,,,,,,
39,,300,90,1,143-214,100-251,15RO/15W/15WO/55S,None,,,,,,
39,,310,90,1,143-214,100-251,15RO/15W/15WO/55S,None,,,,,,
39,,320,90,1,143-214,100-251,15RO/15W/15WO/55S,None,,,,,,
41,2-Mar-25,10,2,4,169-214,133-230,50R/5R/L20/25S,Yes,3,3,,,,
41,,20,3,,,,,,,,,,,
41,,30,5,,,,,,,,,,,
41,,40,8,,,,,,,,,,,
41,,50,10,,,,,,,,,,,
41,,60,12,,,,,,,,,,,
41,,70,16,,,,,,,,,,,
41,,80,16,,,,,,,,,,,
41,,90,22,,,,,,,,,,,
41,,100,26,,,,,,,,,,,
41,,110,27,,,,,,,,,,,
41,,120,31,,,,,,,,,,,
41,,130,34,,,,,,,,,,,
41,,140,37,,,,,,,,,,,
41,,150,39,,,,,,,,,,,
41,,160,43,,,,,,,,,,,
41,,170,44,,,,,,,,,,,
41,,180,44,,,,,,,,,,,
41,,190,43,,,,,,,,,,,
41,,200,43,,,,,,,,,,,
41,,210,43,,,,,,,,,,,
41,,220,42,,,,,,,,,,,
41,,230,41,,,,,,,,,,,
41,,240,39,,,,,,,,,,,
41,,250,41,,,,,,,,,,,
41,,260,39,,,,,,,,,,,
41,,270,38,,,,,,,,,,,
41,,280,36,,,,,,,,,,,
41,,290,37,,,,,,,,,,,
41,,300,36,,,,,,,,,,,
41,,310,37,,,,,,,,,,,
41,,320,38,,,,,,,,,,,
41,,330,38,,,,,,,,,,,
41,,340,41,,,,,,,,,,,
41,,350,40,,,,,,,,,,,
41,,360,38,,,,,,,,,,,
41,,370,46,,,,,,,,,,,
41,,380,43,,,,,,,,,,,
41,,390,50,,,,,,,,,,,
41,,400,48,,,,,,,,,,,
42,2-Mar-25,10,2,1,120-167,103-196,30R/30L/5RO/35S,Yes,3,1,,,,
42,,20,3,1,120-167,103-196,30R/30L/5RO/35S,,,,,,,
42,,30,3,1,120-167,103-196,30R/30L/5RO/35S,,,,,,,
42,,40,11,1,120-167,103-196,30R/30L/5RO/35S,,,,,,,
42,,50,15,1,120-167,103-196,30R/30L/5RO/35S,,,,,,,
42,,60,17,1,120-167,103-196,30R/30L/5RO/35S,,,,,,,
42,,70,21,1,120-167,103-196,30R/30L/5RO/35S,,,,,,,
42,,80,22,1,120-167,103-196,30R/30L/5RO/35S,,,,,,,
42,,90,23,1,120-167,103-196,30R/30L/5RO/35S,,,,,,,
42,,100,25,1,120-167,103-196,30R/30L/5RO/35S,,,,,,,
42,,110,26,1,120-167,103-196,30R/30L/5RO/35S,,,,,,,
42,,120,27,1,120-167,103-196,30R/30L/5RO/35S,,,,,,,
42,,130,30,1,120-167,103-196,30R/30L/5RO/35S,,,,,,,
42,,140,31,1,120-167,103-196,30R/30L/5RO/35S,,,,,,,
42,,150,30,1,120-167,103-196,30R/30L/5RO/35S,,,,,,,
42,,160,30,1,120-167,103-196,30R/30L/5RO/35S,,,,,,,
42,,170,30,1,120-167,103-196,30R/30L/5RO/35S,,,,,,,
42,,180,29,1,120-167,103-196,30R/30L/5RO/35S,,,,,,,
42,,190,27,1,120-167,103-196,30R/30L/5RO/35S,,,,,,,
42,,200,25,1,120-167,103-196,30R/30L/5RO/35S,,,,,,,
42,,210,25,1,120-167,103-196,30R/30L/5RO/35S,,,,,,,
42,,220,23,1,120-167,103-196,30R/30L/5RO/35S,,,,,,,
42,,230,24,1,120-167,103-196,30R/30L/5RO/35S,,,,,,,
42,,240,23,1,120-167,103-196,30R/30L/5RO/35S,,,,,,,
42,,250,24,1,120-167,103-196,30R/30L/5RO/35S,,,,,,,
42,,260,23,1,120-167,103-196,30R/30L/5RO/35S,,,,,,,
42,,270,24,1,120-167,103-196,30R/30L/5RO/35S,,,,,,,
42,,280,23,1,120-167,103-196,30R/30L/5RO/35S,,,,,,,
42,,290,23,1,120-167,103-196,30R/30L/5RO/35S,,,,,,,
42,,300,23,1,120-167,103-196,30R/30L/5RO/35S,,,,,,,
42,,310,24,1,120-167,103-196,30R/30L/5RO/35S,,,,,,,
42,,320,24,1,120-167,103-196,30R/30L/5RO/35S,,,,,,,
42,,330,23,1,120-167,103-196,30R/30L/5RO/35S,,,,,,,
43,2-Mar-25,10,8,1,120-167,115-134,30R/10RO/5L/55S,No,,,,,,
43,Winter,20,10,1,,115-134,30R/10RO/5L/55S,No,,,,,,
43,Winter,30,14,1,,115-134,30R/10RO/5L/55S,No,,,,,,
43,Winter,40,20,1,,115-134,30R/10RO/5L/55S,No,,,,,,
43,Winter,50,31,1,,115-134,30R/10RO/5L/55S,No,,,,,,
43,Winter,60,43,1,,115-134,30R/10RO/5L/55S,No,,,,,,
43,Winter,70,49,1,,115-134,30R/10RO/5L/55S,No,,,,,,
43,Winter,80,53,1,,115-134,30R/10RO/5L/55S,No,,,,,,
43,Winter,90,58,1,,115-134,30R/10RO/5L/55S,No,,,,,,
43,Winter,100,61,1,,115-134,30R/10RO/5L/55S,No,,,,,,
43,Winter,110,63,1,,115-134,30R/10RO/5L/55S,No,,,,,,
43,Winter,120,66,1,,115-134,30R/10RO/5L/55S,No,,,,,,
43,Winter,130,73,1,,115-134,30R/10RO/5L/55S,No,,,,,,
43,Winter,140,75,1,,115-134,30R/10RO/5L/55S,No,,,,,,
43,Winter,150,77,1,,115-134,30R/10RO/5L/55S,No,,,,,,
43,Winter,160,80,1,,115-134,30R/10RO/5L/55S,No,,,,,,
43,Winter,170,82,1,,115-134,30R/10RO/5L/55S,No,,,,,,
43,Winter,180,83,1,,115-134,30R/10RO/5L/55S,No,,,,,,
43,Winter,190,81,1,,115-134,30R/10RO/5L/55S,No,,,,,,
43,Winter,200,82,1,,115-134,30R/10RO/5L/55S,No,,,,,,
43,Winter,210,83,1,,115-134,30R/10RO/5L/55S,No,,,,,,
43,Winter,220,86,1,,115-134,30R/10RO/5L/55S,No,,,,,,
43,Winter,230,85,1,,115-134,30R/10RO/5L/55S,No,,,,,,
43,Winter,240,87,1,,115-134,30R/10RO/5L/55S,No,,,,,,
43,Winter,250,88,1,,115-134,30R/10RO/5L/55S,No,,,,,,
43,Winter,260,91,1,,115-134,30R/10RO/5L/55S,No,,,,,,
43,Winter,270,94,1,,115-134,30R/10RO/5L/55S,No,,,,,,
43,Winter,280,94,1,,115-134,30R/10RO/5L/55S,No,,,,,,
43,Winter,290,98,1,,115-134,30R/10RO/5L/55S,No,,,,,,
43,Winter,300,103,1,,115-134,30R/10RO/5L/55S,No,,,,,,
43,Winter,310,109,1,,115-134,30R/10RO/5L/55S,No,,,,,,
43,Winter,320,110,1,,115-134,30R/10RO/5L/55S,No,,,,,,
43,Winter,330,115,1,,115-134,30R/10RO/5L/55S,No,,,,,,
43,Winter,340,117,1,,115-134,30R/10RO/5L/55S,No,,,,,,
44,2-Mar-25,10,7,1,146-193,123-216,30/20L/50S,,,,,,,
44,,20,12,1,146-193,123-216,,,,,,,,
44,,30,24,1,146-193,123-216,,,,,,,,
44,,40,29,1,146-193,123-216,,,,,,,,
44,,50,38,1,146-193,123-216,,,,,,,,
44,,60,46,1,146-193,123-216,,,,,,,,
44,,70,52,1,146-193,123-216,,,,,,,,
44,,80,56,1,146-193,123-216,,,,,,,,
44,,90,58,1,146-193,123-216,,,,,,,,
44,,100,62,1,146-193,123-216,,,,,,,,
44,,110,64,1,146-193,123-216,,,,,,,,
44,,120,68,1,146-193,123-216,,,,,,,,
44,,130,70,1,146-193,123-216,,,,,,,,
